
Symbol,Last,Net Chng,Bid,Ask
.WTI230120P6,.40,0,.30,.45
.WTI230120P7,.80,+.14,.65,.85
.WTI230120P8,1.38,-.02,1.25,1.55
.WTI230120P9,2.15,0,2.00,2.30
.WTI230120P10,3.00,0,2.85,3.20
.WTI221216P5,.10,-.65,0,.15
.WTI221216P6,.15,-.01,.15,.20
.WTI221216P7,.50,-.05,.45,.55
.WTI221216P8,1.15,+.09,1.00,1.20
.WTI221216P9,2.10,+.15,1.90,2.05
.WTI221216P10,3.20,+.30,2.75,3.10
.WTI221216P11,3.90,0,3.80,4.00
.WTI221118P4,.05,0,0,.35
.WTI221118P5,.04,0,0,.05
.WTI221118P6,.03,-.07,0,.05
.WTI221118P7,.03,-.02,0,.05
.WTI221118P8,.95,+.10,.85,1.00
.WTI221118P9,1.42,0,1.80,2.00
.WTI221118P10,2.10,0,2.75,3.00
.WTI221118P11,3.57,0,3.70,4.00
.WTI221118P12,3.10,0,4.70,5.00
.WMB250117P18,1.35,0,0,3.70
.WMB250117P20,1.95,0,0,3.30
.WMB250117P23,2.35,0,1.30,4.40
.WMB250117P25,2.35,0,1.80,4.40
.WMB250117P28,4.77,0,1.90,4.60
.WMB250117P30,4.30,+.40,2.10,4.30
.WMB250117P32,5.30,+.40,2.60,5.00
.WMB250117P35,6.10,0,4.00,8.30
.WMB250117P37,7.50,0,5.00,10.00
.WMB250117P40,9.40,0,7.00,11.60
.WMB240119P13,.19,0,.10,2.40
.WMB240119P18,.45,0,.35,.55
.WMB240119P20,.62,0,.50,.85
.WMB240119P22,.90,0,.70,1.00
.WMB240119P25,1.40,0,1.20,1.50
.WMB240119P27,1.90,0,1.65,2.00
.WMB240119P30,2.60,0,2.55,2.90
.WMB240119P32,3.77,0,3.40,3.70
.WMB240119P35,5.20,0,4.80,5.20
.WMB240119P40,7.80,0,8.00,8.60
.WMB240119P45,13.40,0,12.10,12.80
.WMB240119P50,17.50,0,16.70,17.40
.WMB240119P55,20.10,0,21.10,22.40
.WMB230616P20,.75,0,.10,.85
.WMB230616P23,.80,0,.35,.60
.WMB230616P24,1.20,0,.40,.70
.WMB230616P25,.70,0,.55,.85
.WMB230616P26,2.20,0,.65,1.00
.WMB230616P27,1.10,-.90,.80,1.15
.WMB230616P28,1.35,0,1.05,1.40
.WMB230616P29,1.30,0,1.35,1.55
.WMB230616P30,1.50,0,1.50,1.85
.WMB230616P31,2.20,0,1.85,2.15
.WMB230616P32,2.12,0,2.20,2.60
.WMB230616P33,4.90,0,2.80,3.00
.WMB230616P35,3.73,0,3.70,4.10
.WMB230616P37,5.10,0,5.00,5.40
.WMB230519P20,.40,0,0,.75
.WMB230519P22,.70,0,.20,.40
.WMB230519P23,1.10,0,.25,.45
.WMB230519P24,.90,0,.30,.55
.WMB230519P25,.45,0,.45,.65
.WMB230519P26,1.35,0,.60,.95
.WMB230519P27,1.00,0,.70,1.10
.WMB230519P28,1.10,0,.85,1.20
.WMB230519P29,1.25,0,1.05,1.35
.WMB230519P30,2.45,0,1.35,1.60
.WMB230519P31,2.10,0,1.60,1.95
.WMB230519P32,2.25,+.02,2.00,2.25
.WMB230519P33,2.70,+.20,2.45,2.75
.WMB230519P34,2.95,0,3.00,3.30
.WMB230519P35,3.40,0,3.50,3.80
.WMB230519P36,4.00,0,4.10,4.40
.WMB230519P37,5.00,0,4.80,5.30
.WMB230217P20,.25,0,0,.15
.WMB230217P22,.45,0,0,.20
.WMB230217P23,.38,0,0,.25
.WMB230217P24,.21,0,.05,.30
.WMB230217P25,.65,0,.10,.30
.WMB230217P26,.27,-.53,.20,.35
.WMB230217P27,.42,0,.25,.40
.WMB230217P28,.60,0,.35,.50
.WMB230217P29,.80,0,.50,.65
.WMB230217P30,1.26,0,.65,.80
.WMB230217P31,1.11,+.16,.90,1.10
.WMB230217P32,1.31,0,1.20,1.40
.WMB230217P33,1.87,+.43,1.65,1.80
.WMB230217P34,2.55,0,2.10,2.30
.WMB230217P35,6.70,0,2.65,2.90
.WMB230217P36,3.30,0,3.40,3.60
.WMB230217P37,4.87,0,4.00,4.50
.WMB230217P38,6.40,0,5.00,5.30
.WMB230217P39,6.60,0,5.80,6.30
.WMB230217P40,6.98,0,6.80,7.20
.WMB230217P41,11.80,0,7.80,8.20
.WMB230120P15,.10,0,0,.10
.WMB230120P18,.05,0,0,.10
.WMB230120P20,.05,0,0,.10
.WMB230120P22,.05,0,.05,.15
.WMB230120P25,.15,0,.05,.20
.WMB230120P27,.30,0,.15,.30
.WMB230120P28,.45,0,.20,.35
.WMB230120P29,.54,0,.30,.45
.WMB230120P30,.60,0,.45,.55
.WMB230120P31,.76,+.01,.65,.80
.WMB230120P32,1.30,+.05,.95,1.05
.WMB230120P33,1.55,-.05,1.35,1.50
.WMB230120P34,1.75,0,1.80,2.00
.WMB230120P35,2.00,0,2.45,2.65
.WMB230120P36,3.00,0,3.10,3.40
.WMB230120P37,6.40,0,3.90,4.30
.WMB230120P40,8.74,0,6.80,7.10
.WMB221230P28,.20,0,.10,.35
.WMB221230P29,.25,0,.15,.40
.WMB221230P33,1.17,+.17,1.10,1.25
.WMB221230P34,1.40,0,1.60,1.80
.WMB221230P35,1.76,0,2.25,2.55
.WMB221223P26,.09,0,0,.75
.WMB221223P30,.30,0,.25,.40
.WMB221223P32,1.00,0,.60,.80
.WMB221223P34,2.13,0,1.55,1.70
.WMB221216P24,.04,0,0,.10
.WMB221216P25,.35,0,0,.10
.WMB221216P26,.25,0,0,.10
.WMB221216P27,.09,0,0,.15
.WMB221216P28,.15,0,.05,.15
.WMB221216P29,.25,0,.10,.20
.WMB221216P30,.30,0,.20,.30
.WMB221216P31,.34,-.16,.30,.45
.WMB221216P32,.75,-.05,.55,.65
.WMB221216P33,1.25,-.12,.90,1.00
.WMB221216P34,1.34,0,1.45,1.55
.WMB221216P35,2.69,0,2.05,2.35
.WMB221216P36,3.70,0,2.90,3.20
.WMB221216P37,4.88,0,3.60,4.20
.WMB221216P38,8.40,0,4.60,5.10
.WMB221202P24,.15,0,0,.25
.WMB221202P25,.12,0,0,.25
.WMB221202P28,.05,0,0,.15
.WMB221202P29,.55,0,0,.15
.WMB221202P30,.07,+.02,0,.15
.WMB221202P31,.05,-.60,.05,.15
.WMB221202P32,.32,-.03,.15,.30
.WMB221202P33,.50,-.25,.40,.50
.WMB221202P34,.80,0,.90,1.00
.WMB221202P35,1.51,0,1.55,1.80
.WMB221202P36,2.25,0,2.30,2.85
.WMB221209P26,.05,0,0,.15
.WMB221209P30,.18,0,.10,.25
.WMB221209P31,.36,0,.20,.30
.WMB221209P32,.40,0,.40,.55
.WMB221209P33,1.12,0,.75,.85
.WMB221209P34,1.16,0,1.25,1.50
.WMB221125P24,.20,0,0,.40
.WMB221125P25,.09,0,0,.25
.WMB221125P27,.16,0,0,.15
.WMB221125P28,.05,0,0,.15
.WMB221125P29,.08,0,0,.15
.WMB221125P30,.08,0,0,.10
.WMB221125P31,.10,0,0,.15
.WMB221125P32,.20,0,.05,.15
.WMB221125P33,.55,+.05,.20,.30
.WMB221125P34,.76,-.30,.65,.85
.WMB221125P35,2.10,+.90,1.45,1.75
.WMB221125P36,2.60,-.50,2.45,2.70
.WMB221118P18,.10,0,0,.05
.WMB221118P22,.05,0,0,.25
.WMB221118P23,.15,0,0,.25
.WMB221118P24,.05,0,0,.25
.WMB221118P25,.13,0,0,.05
.WMB221118P26,.36,0,0,.25
.WMB221118P27,.02,0,0,.05
.WMB221118P28,.01,0,0,.05
.WMB221118P29,.04,-.01,0,.05
.WMB221118P30,.03,0,0,.05
.WMB221118P31,.05,0,0,.10
.WMB221118P32,.05,0,0,.05
.WMB221118P33,.25,-.12,0,.10
.WMB221118P34,.62,-.57,.55,.70
.WMB221118P35,1.57,-.39,1.50,1.70
.WMB221118P36,2.62,-.54,2.45,2.70
.WMB221118P38,4.00,0,4.40,4.80
.WMB221118P45,11.66,0,11.40,11.80
.WHD230519P40,2.54,0,2.15,2.70
.WHD230519P45,4.30,0,3.20,3.90
.WHD230519P50,5.60,+.90,4.90,5.60
.WHD230519P55,8.61,0,7.00,7.80
.WHD230519P60,9.80,0,9.70,10.50
.WHD230519P70,16.40,0,16.60,17.50
.WHD230217P30,2.10,0,.25,.50
.WHD230217P35,.60,0,.45,.75
.WHD230217P40,1.07,0,.90,1.20
.WHD230217P45,2.00,0,1.60,2.05
.WHD230217P50,2.95,0,2.85,3.40
.WHD230217P55,5.20,0,4.80,5.30
.WHD230217P60,7.50,0,7.60,8.10
.WHD230120P60,7.65,0,6.60,7.20
.WHD221216P22.5,.15,0,0,.15
.WHD221216P25,.10,0,0,.15
.WHD221216P30,.10,0,.05,.20
.WHD221216P35,.25,0,.05,.25
.WHD221216P40,.24,-.09,.10,.25
.WHD221216P45,.49,+.04,.30,.50
.WHD221216P50,.99,-.31,.90,1.20
.WHD221216P55,3.00,0,2.50,2.90
.WHD221216P60,4.70,0,5.40,6.10
.WHD221118P20,.05,0,0,.05
.WHD221118P22.5,.05,0,0,.05
.WHD221118P30,.05,0,0,.10
.WHD221118P35,.02,0,0,.05
.WHD221118P40,.10,0,0,.05
.WHD221118P45,.10,0,0,.10
.WHD221118P50,.05,-.45,0,.05
.WHD221118P55,1.20,0,0,.20
.WHD221118P60,6.70,0,3.10,5.10
.WFRD230421P30,2.20,0,.20,3.80
.WFRD230421P40,4.50,0,3.80,5.70
.WFRD230120P10,.05,0,0,.05
.WFRD230120P12.5,.55,0,0,2.25
.WFRD230120P15,.15,0,0,2.30
.WFRD230120P17.5,1.30,0,0,2.35
.WFRD230120P25,1.50,0,0,.40
.WFRD230120P30,.70,0,.30,.70
.WFRD221216P15,.35,0,0,.75
.WFRD221216P17.5,.15,0,0,.75
.WFRD221216P20,.05,0,0,.15
.WFRD221216P22.5,.15,0,0,.75
.WFRD221216P25,.30,0,0,.75
.WFRD221216P30,.40,0,.10,.90
.WFRD221216P35,2.48,0,0,1.30
.WFRD221216P40,1.50,-.10,.10,2.60
.WFRD221216P45,5.97,0,2.20,4.40
.WFRD221118P25,1.01,0,0,1.70
.WFRD221118P30,1.55,0,0,.15
.WFRD221118P35,.50,0,0,1.70
.WFRD221118P40,.30,0,0,.05
.WFRD221118P45,1.80,-1.72,.20,2.85
.WFRD221118P50,8.00,-1.00,5.70,8.30
.WES230519P14,.35,0,0,.20
.WES230519P16,.41,0,.10,.50
.WES230519P20,.80,0,.45,.80
.WES230519P21,.87,0,.60,1.00
.WES230519P22,1.00,0,.80,1.25
.WES230519P23,1.25,+.05,1.20,1.50
.WES230519P24,1.40,0,1.30,1.90
.WES230519P25,1.97,+.12,1.65,2.45
.WES230519P28,2.87,0,3.00,3.60
.WES230519P29,7.00,0,3.60,4.20
.WES230519P30,5.00,0,4.20,4.90
.WES230519P34,9.40,0,7.10,7.90
.WES230519P35,8.10,0,8.00,8.60
.WES230217P14,.15,0,0,.30
.WES230217P15,.25,0,0,.25
.WES230217P16,.29,0,0,.45
.WES230217P17,.40,0,0,.50
.WES230217P18,.45,0,.05,.30
.WES230217P21,1.50,0,.20,.40
.WES230217P22,.54,0,.30,.55
.WES230217P23,.75,0,.45,.65
.WES230217P24,.75,0,.65,.90
.WES230217P25,1.02,0,.95,1.30
.WES230217P26,2.45,0,1.20,1.60
.WES230217P27,3.08,0,1.70,2.05
.WES230217P28,2.45,0,2.15,2.50
.WES230217P29,3.00,0,2.75,3.10
.WES230217P30,3.60,0,3.30,3.80
.WES230217P31,4.00,0,4.10,4.50
.WES230217P32,4.30,0,4.90,5.30
.WES230120P15,.05,0,0,.10
.WES230120P17,.25,0,0,.30
.WES230120P20,.20,0,0,.50
.WES230120P22,.31,0,.15,.25
.WES230120P25,.70,0,.55,.75
.WES230120P30,2.43,0,2.85,3.10
.WES230120P35,6.70,0,6.60,8.00
.WES230120P40,13.40,0,11.50,13.50
.WES221216P21,.05,0,0,.20
.WES221216P22,.05,0,0,.25
.WES221216P23,.30,0,0,.15
.WES221216P24,.25,0,.10,.20
.WES221216P25,.30,-.09,.20,.30
.WES221216P26,.50,0,.40,.65
.WES221216P27,.95,+.35,.70,.90
.WES221216P28,1.30,+.10,1.10,1.40
.WES221216P29,1.50,0,1.70,2.00
.WES221118P15,.31,0,0,.30
.WES221118P17,.25,0,0,.35
.WES221118P18,.45,0,0,.05
.WES221118P19,.55,0,0,.05
.WES221118P20,.30,0,0,.35
.WES221118P21,.20,0,0,.10
.WES221118P22,.05,0,0,.05
.WES221118P23,.15,0,0,.10
.WES221118P24,.05,0,0,.05
.WES221118P25,.05,0,0,.10
.WES221118P26,.05,0,0,.10
.WES221118P27,.15,+.05,0,.05
.WES221118P28,.20,-.20,.20,.50
.WES221118P29,.57,0,1.05,1.55
.WES221118P30,2.60,-.06,1.80,2.85
.WES221118P31,4.00,0,2.70,3.70
.WES221118P32,6.15,0,3.90,4.70
.WDS230421P12.5,.40,0,0,2.50
.WDS230421P15,.60,0,.20,.65
.WDS230421P17.5,.25,0,.25,.85
.WDS230421P20,1.40,0,.30,2.70
.WDS230421P22.5,1.20,0,0,2.10
.WDS230421P25,3.50,0,.60,5.10
.WDS230421P30,6.00,+.40,4.60,7.90
.WDS230120P15,.30,0,0,.90
.WDS230120P17.5,.30,0,.05,1.10
.WDS230120P20,.25,0,0,.55
.WDS230120P22.5,.60,0,.45,1.10
.WDS230120P25,.95,0,1.25,2.50
.WDS230120P30,9.70,0,4.20,6.90
.WDS221216P20,.18,0,.05,.35
.WDS221216P22.5,.25,-.15,.15,.40
.WDS221216P25,1.00,0,.85,1.50
.WDS221118P17.5,.05,0,0,.50
.WDS221118P20,.05,0,0,.50
.WDS221118P22.5,.01,0,0,.75
.WDS221118P25,.55,-.50,0,.05
.WDS221118P30,3.90,0,3.80,6.40
.VTOL230421P30,4.60,0,5.30,8.10
.VTOL230421P35,10.00,0,9.20,12.70
.VTOL230120P22.5,1.05,0,.55,1.20
.VTOL230120P25,2.35,0,1.05,2.50
.VTOL221216P20,.25,-.05,0,.40
.VTOL221216P25,1.00,+.20,.90,2.00
.VTOL221118P25,.05,-.40,0,1.85
.VTOL221118P30,4.40,+2.50,3.20,6.30
.VTNR250117P5,1.68,0,1.10,2.60
.VTNR250117P7.5,3.10,0,2.30,4.60
.VTNR250117P15,8.60,-1.00,6.90,10.70
.VTNR240119P2.5,.20,0,.15,.25
.VTNR240119P5,1.00,0,.95,1.05
.VTNR240119P7.5,2.40,+.06,2.30,2.40
.VTNR240119P10,4.00,0,3.80,4.00
.VTNR240119P12.5,5.80,0,5.60,5.90
.VTNR240119P15,8.00,0,7.80,8.00
.VTNR240119P17.5,9.90,0,9.90,10.20
.VTNR240119P20,12.30,0,12.00,12.40
.VTNR240119P22.5,15.10,0,14.30,14.90
.VTNR240119P25,16.80,0,16.80,17.20
.VTNR240119P30,18.40,0,21.60,22.10
.VTNR240119P35,22.80,0,26.50,27.00
.VTNR230421P2.5,.12,0,0,.55
.VTNR230421P5,.43,-.07,.35,.45
.VTNR230421P7.5,1.40,0,1.25,1.45
.VTNR230421P10,3.00,0,2.80,3.10
.VTNR230421P12.5,4.92,+.02,4.70,5.00
.VTNR230421P15,7.50,0,6.90,7.20
.VTNR230421P17.5,9.63,0,9.20,9.50
.VTNR230120P2.5,.05,0,0,.75
.VTNR230120P5,.15,0,.10,.15
.VTNR230120P7.5,.75,-.05,.70,.80
.VTNR230120P10,2.30,-.10,2.25,2.35
.VTNR230120P12.5,4.40,-.12,4.30,4.50
.VTNR230120P15,6.80,-.10,6.70,6.90
.VTNR230120P17.5,9.40,0,9.10,9.30
.VTNR230120P20,11.50,0,11.60,11.90
.VTNR230120P22.5,15.35,0,14.10,14.40
.VTNR230120P25,17.00,0,16.60,16.90
.VTNR230120P30,22.60,0,21.60,21.90
.VTNR230120P35,29.00,0,26.40,26.90
.VTNR221216P5,.05,0,0,.10
.VTNR221216P7.5,.44,-.01,.40,.45
.VTNR221216P10,2.03,-.05,1.90,2.05
.VTNR221216P12.5,4.65,+.53,4.00,4.40
.VTNR221118P5,.04,0,0,.05
.VTNR221118P7.5,.03,-.02,0,.05
.VTNR221118P10,1.80,-.08,1.65,1.80
.VTNR221118P12.5,4.65,+.29,4.10,4.40
.VTNR221118P15,6.40,0,6.60,6.90
.VOC230721P17,8.50,0,8.70,9.50
.VOC230421P3,.10,0,0,.50
.VOC230421P5,.27,0,.10,1.10
.VOC230421P7,.55,0,.25,.65
.VOC230421P8,1.05,0,.75,1.65
.VOC230421P9,1.48,0,.80,2.20
.VOC230421P10,3.60,0,1.40,3.40
.VOC230120P2,.02,0,0,.50
.VOC230120P3,.05,0,0,.40
.VOC230120P5,.15,0,0,.40
.VOC230120P6,.10,0,.05,.10
.VOC230120P7,.25,0,.05,.65
.VOC230120P8,.55,0,.20,1.45
.VOC230120P9,1.65,0,.70,1.10
.VOC230120P10,1.40,0,.90,1.85
.VOC230120P11,2.35,0,2.15,3.00
.VOC230120P12,4.90,0,2.65,3.50
.VOC230120P14,5.40,0,4.90,5.50
.VOC221216P6,.10,0,0,.40
.VOC221216P8,.20,0,.10,.50
.VOC221216P9,.50,0,.45,.80
.VOC221216P10,1.25,0,.80,1.70
.VOC221216P11,2.50,0,1.55,2.65
.VOC221216P12,3.00,0,2.55,3.70
.VOC221118P1,.20,0,0,.05
.VOC221118P5,.05,0,0,.50
.VOC221118P6,.05,0,0,.50
.VOC221118P7,.20,0,0,.45
.VOC221118P8,.13,0,0,.05
.VOC221118P9,.02,-.13,0,.05
.VOC221118P10,.85,-.02,.85,1.20
.VOC221118P11,2.80,0,1.70,2.45
.VOC221118P12,3.50,0,2.50,3.30
.VNOM230616P25,1.40,0,1.05,2.10
.VNOM230616P28,2.30,0,2.15,3.30
.VNOM230616P29,3.17,0,2.50,3.80
.VNOM230616P30,3.50,0,2.95,4.30
.VNOM230616P32,4.20,0,3.90,5.30
.VNOM230616P35,5.50,0,5.70,7.10
.VNOM230616P50,17.21,0,17.60,18.90
.VNOM230317P17,.15,0,0,.30
.VNOM230317P22,2.45,0,.25,.40
.VNOM230317P23,1.00,0,.25,.65
.VNOM230317P24,1.10,0,.35,.70
.VNOM230317P25,1.93,0,.45,.90
.VNOM230317P27,1.20,+.13,.75,3.90
.VNOM230317P28,1.49,0,1.10,1.65
.VNOM230317P29,1.93,0,1.40,2.00
.VNOM230317P30,2.26,0,1.90,2.40
.VNOM230317P32,3.00,0,2.70,3.80
.VNOM230317P33,4.00,0,3.20,4.20
.VNOM230317P35,4.20,0,4.50,5.50
.VNOM230317P36,3.92,0,5.10,6.10
.VNOM230317P37,5.80,0,5.80,6.80
.VNOM230317P38,8.50,0,5.10,8.60
.VNOM230317P40,7.40,0,8.10,10.30
.VNOM230317P45,16.90,0,12.50,13.60
.VNOM230120P33,2.44,0,1.20,2.60
.VNOM221216P19,.40,0,0,.75
.VNOM221216P20,.10,0,0,.75
.VNOM221216P22,.05,0,0,.75
.VNOM221216P23,.10,0,0,.75
.VNOM221216P24,.15,0,0,.75
.VNOM221216P25,.12,0,0,.45
.VNOM221216P26,.24,0,0,.25
.VNOM221216P27,.20,0,.10,.25
.VNOM221216P28,.25,0,.15,.30
.VNOM221216P29,.35,-.05,.25,.40
.VNOM221216P30,.55,-.15,.50,.60
.VNOM221216P31,.80,-.10,.65,.95
.VNOM221216P32,1.20,-.05,1.00,1.35
.VNOM221216P33,1.73,-.22,1.50,1.90
.VNOM221216P34,2.42,0,2.15,2.50
.VNOM221216P35,2.50,0,2.80,3.40
.VNOM221216P36,3.70,0,3.50,4.20
.VNOM221216P37,5.05,0,4.30,5.20
.VNOM221118P22,.36,0,0,.30
.VNOM221118P23,.11,0,0,.30
.VNOM221118P24,.90,0,0,.30
.VNOM221118P25,.40,0,0,.30
.VNOM221118P26,.05,0,0,.10
.VNOM221118P27,.01,0,0,.15
.VNOM221118P28,.04,0,0,.75
.VNOM221118P29,.06,-.04,0,.10
.VNOM221118P30,.07,0,0,.25
.VNOM221118P31,.10,0,0,.05
.VNOM221118P32,.05,-.14,0,.05
.VNOM221118P33,.65,-.01,.55,.85
.VNOM221118P34,1.87,+.42,.75,1.85
.VNOM221118P35,2.72,0,2.45,3.00
.VNOM221118P36,1.91,0,2.50,3.90
.VLO250117P50,2.95,0,3.00,3.30
.VLO250117P55,3.60,0,3.15,4.20
.VLO250117P60,4.50,0,3.90,5.10
.VLO250117P65,6.10,0,4.70,5.90
.VLO250117P70,6.23,0,5.55,6.95
.VLO250117P75,7.60,0,6.60,8.00
.VLO250117P80,9.80,0,7.85,9.20
.VLO250117P90,11.80,0,10.40,12.00
.VLO250117P95,19.35,0,11.80,13.80
.VLO250117P100,14.60,0,13.55,15.25
.VLO250117P105,15.80,0,15.30,17.05
.VLO250117P110,23.95,0,17.10,19.05
.VLO250117P120,25.30,0,21.05,23.60
.VLO250117P125,27.95,0,23.30,25.90
.VLO250117P140,33.10,0,30.85,33.15
.VLO250117P165,52.90,0,45.30,48.45
.VLO250117P175,63.55,0,52.00,54.60
.VLO240119P35,.88,0,.35,.93
.VLO240119P40,.78,0,.55,1.15
.VLO240119P45,.97,0,.81,1.42
.VLO240119P50,1.36,0,1.20,1.73
.VLO240119P55,1.77,0,1.52,2.07
.VLO240119P60,2.09,0,1.83,2.31
.VLO240119P65,2.55,0,2.47,2.79
.VLO240119P70,3.35,0,3.05,3.45
.VLO240119P75,4.05,+.15,3.85,4.15
.VLO240119P80,4.85,0,4.65,4.95
.VLO240119P85,6.00,+.05,5.45,5.90
.VLO240119P90,6.40,0,6.55,6.90
.VLO240119P95,7.95,0,7.65,8.15
.VLO240119P100,9.25,-.05,8.85,9.50
.VLO240119P105,11.40,+.90,10.55,10.95
.VLO240119P110,13.10,0,12.10,12.55
.VLO240119P115,14.50,0,14.00,14.35
.VLO240119P120,16.25,0,15.70,16.30
.VLO240119P125,18.80,0,17.80,18.35
.VLO240119P130,22.04,0,20.15,20.65
.VLO240119P135,24.30,0,22.40,23.30
.VLO240119P140,24.75,0,24.95,25.90
.VLO240119P145,27.40,0,27.75,28.55
.VLO240119P150,30.20,0,30.75,31.25
.VLO240119P155,33.25,0,33.90,34.55
.VLO240119P180,71.59,0,50.80,51.70
.VLO240119P190,62.50,0,58.60,60.30
.VLO230616P50,.51,0,.46,.64
.VLO230616P55,.61,0,.55,.79
.VLO230616P60,.80,-.03,.72,.97
.VLO230616P65,1.07,-.03,.93,1.17
.VLO230616P70,1.35,-.05,1.19,1.45
.VLO230616P75,1.70,-.06,1.52,1.83
.VLO230616P80,2.10,-.06,1.98,2.30
.VLO230616P85,2.82,0,2.50,2.70
.VLO230616P90,3.27,-.03,3.10,3.50
.VLO230616P95,4.30,0,3.95,4.15
.VLO230616P100,5.00,-.30,4.85,5.10
.VLO230616P105,6.35,-.10,5.95,6.30
.VLO230616P110,7.44,-.25,7.20,7.45
.VLO230616P115,9.00,0,8.55,8.90
.VLO230616P120,10.48,+.23,10.20,10.55
.VLO230616P125,12.45,0,12.05,12.45
.VLO230616P130,15.30,-.20,14.20,14.50
.VLO230616P135,16.90,0,16.45,16.75
.VLO230616P140,20.25,0,18.85,19.40
.VLO230616P145,23.45,0,21.65,21.95
.VLO230616P150,25.50,0,24.35,25.10
.VLO230616P155,27.20,0,27.65,28.20
.VLO230616P160,50.96,0,30.90,31.70
.VLO230616P165,54.85,0,34.60,35.20
.VLO230616P185,63.95,0,50.30,51.00
.VLO230616P195,59.80,0,59.00,59.60
.VLO230616P200,62.40,0,63.50,64.15
.VLO230317P50,.32,0,.14,.32
.VLO230317P55,.26,0,.20,.38
.VLO230317P60,.32,0,.28,.46
.VLO230317P65,.43,+.02,.34,.50
.VLO230317P70,.53,0,.45,.64
.VLO230317P75,1.05,0,.59,.76
.VLO230317P80,.88,0,.81,1.00
.VLO230317P85,1.35,0,1.09,1.22
.VLO230317P90,1.50,-.07,1.46,1.57
.VLO230317P95,1.95,-.13,1.91,2.03
.VLO230317P100,2.52,-.25,2.42,2.61
.VLO230317P105,3.35,-.50,3.20,3.40
.VLO230317P110,4.80,0,4.15,4.30
.VLO230317P115,5.31,-.69,5.25,5.45
.VLO230317P120,6.70,-.05,6.50,6.80
.VLO230317P125,8.40,-.52,8.10,8.45
.VLO230317P130,11.15,+.48,10.00,10.40
.VLO230317P135,12.20,-.67,12.25,12.55
.VLO230317P140,15.60,-.45,14.75,15.00
.VLO230317P145,18.05,+.87,17.30,17.90
.VLO230317P150,20.70,-13.65,20.50,20.90
.VLO230317P155,49.50,0,23.70,24.20
.VLO230317P160,42.10,0,27.35,27.75
.VLO230317P165,59.75,0,31.10,31.65
.VLO230317P170,42.50,0,35.15,35.65
.VLO230317P175,68.25,0,39.20,39.85
.VLO230317P180,54.15,0,43.55,44.25
.VLO230317P185,49.15,0,48.20,48.75
.VLO230317P190,52.40,0,52.70,53.35
.VLO230120P20,.01,0,0,.10
.VLO230120P22.5,.04,0,0,.04
.VLO230120P25,.05,0,0,.05
.VLO230120P30,.09,0,0,.11
.VLO230120P35,.05,0,0,.11
.VLO230120P40,.13,0,.01,.06
.VLO230120P45,.10,0,.01,.06
.VLO230120P50,.10,0,.05,.07
.VLO230120P55,.07,-.03,.04,.07
.VLO230120P60,.07,0,.06,.10
.VLO230120P65,.11,0,.08,.12
.VLO230120P70,.15,-.04,.13,.15
.VLO230120P75,.25,0,.16,.34
.VLO230120P80,.25,-.10,.23,.27
.VLO230120P85,.39,0,.27,.46
.VLO230120P90,.50,0,.45,.51
.VLO230120P95,.68,-.04,.63,.76
.VLO230120P100,.92,-.11,.89,.99
.VLO230120P105,1.31,-.12,1.26,1.36
.VLO230120P110,1.85,-.19,1.77,1.87
.VLO230120P115,2.50,-.27,2.45,2.63
.VLO230120P120,3.85,+.14,3.40,3.55
.VLO230120P125,4.80,+.05,4.60,4.80
.VLO230120P130,6.80,-.40,6.20,6.40
.VLO230120P135,8.20,-.25,8.05,8.35
.VLO230120P140,10.85,-.10,10.45,10.75
.VLO230120P145,15.20,0,13.20,13.65
.VLO230120P150,16.40,0,16.35,16.90
.VLO230120P155,21.70,-5.00,20.05,20.55
.VLO230120P160,24.00,0,24.00,24.50
.VLO230120P165,29.30,+1.76,28.30,28.75
.VLO230120P170,32.35,0,32.65,33.25
.VLO230120P175,52.30,0,37.40,37.95
.VLO230120P190,62.35,0,52.05,52.60
.VLO230120P195,67.35,0,57.05,57.55
.VLO230120P200,73.05,0,62.05,62.55
.VLO230120P210,85.05,0,72.05,72.60
.VLO221230P70,.08,-.07,0,.10
.VLO221230P95,.45,0,.30,.47
.VLO221230P100,.56,0,.44,.58
.VLO221230P105,.75,0,.62,.75
.VLO221230P110,1.01,-.28,.95,1.15
.VLO221230P115,1.54,-.26,1.46,1.61
.VLO221230P116,1.75,+.18,1.54,1.83
.VLO221230P118,2.06,+.12,1.82,2.06
.VLO221230P120,2.21,-.39,2.14,2.47
.VLO221230P121,2.43,0,2.33,2.65
.VLO221230P123,3.15,0,2.71,3.00
.VLO221230P124,3.60,+.15,2.96,3.30
.VLO221230P125,3.62,0,3.15,3.45
.VLO221230P126,3.73,-.23,3.45,3.75
.VLO221230P127,4.07,-.63,3.65,3.95
.VLO221230P128,4.15,-.35,3.95,4.35
.VLO221230P129,4.87,0,4.25,4.60
.VLO221230P130,5.38,0,4.55,5.00
.VLO221230P135,6.15,0,6.45,6.90
.VLO221230P136,8.15,0,6.80,7.25
.VLO221230P137,7.30,-.75,7.30,7.70
.VLO221230P138,8.95,0,7.80,8.25
.VLO221230P139,8.80,+.55,8.25,8.75
.VLO221230P140,9.50,0,8.80,9.25
.VLO221230P141,9.42,-.63,9.35,9.80
.VLO221223P75,.15,0,0,.10
.VLO221223P95,.66,0,.23,.40
.VLO221223P105,.69,0,.50,.64
